ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez,symbol,chr,start,end,strand,biotype,description
ENSG00000019186,8.079416230991262,1.65559960896801,0.6283393008701572,2.1262138731224152e-6,0.0034525460871761776,1591,CYP24A1,20,54153449,54173973,-1,protein_coding,cytochrome P450 family 24 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2602]
ENSG00000125730,35.38037860439405,1.0706257700609794,0.3199070729736757,1.3166681608255115e-6,0.0026660737459589757,718,C3,19,6677704,6730562,-1,protein_coding,complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]
ENSG00000163739,26.441465456725272,2.2882831747350636,0.38921856468082594,3.546882063036626e-11,2.8797135469794365e-7,2919,CXCL1,4,73869393,73871242,1,protein_coding,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
ENSG00000112096,53.972226184164036,1.9501462067250703,0.3123990645010166,8.071790137763102e-12,1.3106972825699725e-7,6648,SOD2,6,159669057,159762529,-1,protein_coding,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]
ENSG00000112096,53.972226184164036,1.9501462067250703,0.3123990645010166,8.071790137763102e-12,1.3106972825699725e-7,100129518,SOD2,6,159669057,159762529,-1,protein_coding,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]
ENSG00000163735,176.27027733994922,1.1885965903269862,0.23062398968456993,4.0569975047423534e-10,2.195917516066878e-6,6374,CXCL5,4,73995642,73998779,-1,protein_coding,C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]
ENSG00000163734,7.677222760705165,1.5027090504886473,0.5849991063473858,3.6330312173424616e-6,0.00453793545440053,2921,CXCL3,4,74036589,74038807,-1,protein_coding,C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]
ENSG00000090339,42.66940019528985,1.640134757480112,0.3294032116879316,3.5888524055445755e-9,1.4568946340308205e-5,3383,ICAM1,19,10270835,10286615,1,protein_coding,intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]
ENSG00000089127,21.0832681161204,1.1677920384900833,0.38315011180650516,2.5707537107896774e-6,0.003478658229650232,4938,OAS1,12,112906777,112933222,1,protein_coding,2'-5'-oligoadenylate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:8086]
ENSG00000185215,28.103043044852765,1.6619274699975455,0.4019437789086263,9.398463013663038e-8,2.543537373597674e-4,7127,TNFAIP2,14,103123442,103137439,1,protein_coding,TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]
